Android application is debugging.
02-10 21:27:59.965 I/art     (26521): Late-enabling -Xcheck:jni
02-10 21:28:02.368 D/Mono    (26521): AOT: image '/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Microsoft.Azure.Mobile.Analytics.dll.so' not found: dlopen failed: library "/data/app/com.companyname.Bakkiefy-1/lib/arm/libaot-Microsoft.Azure.Mobile.Analytics.dll.so" not found
02-10 21:28:02.370 D/Mono    (26521): AOT: image '/usr/local/lib/mono/aot-cache/arm/Microsoft.Azure.Mobile.Analytics.dll.so' not found: dlopen failed: library "/data/app/com.companyname.Bakkiefy-1/lib/arm/libaot-Microsoft.Azure.Mobile.Analytics.dll.so" not found
02-10 21:28:02.370 D/Mono    (26521): Assembly Loader loaded assembly from location: '/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Microsoft.Azure.Mobile.Analytics.dll'.
02-10 21:28:02.370 D/Mono    (26521): Config attempting to parse: '/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Microsoft.Azure.Mobile.Analytics.dll.config'.
02-10 21:28:02.370 D/Mono    (26521): Config attempting to parse: '/usr/local/etc/mono/assemblies/Microsoft.Azure.Mobile.Analytics/Microsoft.Azure.Mobile.Analytics.config'.
02-10 21:28:02.371 D/Mono    (26521): Assembly Loader probing location: '/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Microsoft.Azure.Mobile.Android.Bindings.dll'.
02-10 21:28:02.386 D/Mono    (26521): Image addref Microsoft.Azure.Mobile.Android.Bindings[0xb7bd0010] -> /storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Microsoft.Azure.Mobile.Android.Bindings.dll[0xb7bcf318]: 2
02-10 21:28:02.386 D/Mono    (26521): Prepared to set up assembly 'Microsoft.Azure.Mobile.Android.Bindings' (/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Microsoft.Azure.Mobile.Android.Bindings.dll)
02-10 21:28:02.386 D/Mono    (26521): Assembly Microsoft.Azure.Mobile.Android.Bindings[0xb7bd0010] added to domain RootDomain, ref_count=1
02-10 21:28:02.393 D/Mono    (26521): AOT: image '/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Microsoft.Azure.Mobile.Android.Bindings.dll.so' not found: dlopen failed: library "/data/app/com.companyname.Bakkiefy-1/lib/arm/libaot-Microsoft.Azure.Mobile.Android.Bindings.dll.so" not found
02-10 21:28:02.401 D/Mono    (26521): AOT: image '/usr/local/lib/mono/aot-cache/arm/Microsoft.Azure.Mobile.Android.Bindings.dll.so' not found: dlopen failed: library "/data/app/com.companyname.Bakkiefy-1/lib/arm/libaot-Microsoft.Azure.Mobile.Android.Bindings.dll.so" not found
02-10 21:28:02.401 D/Mono    (26521): Assembly Loader loaded assembly from location: '/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Microsoft.Azure.Mobile.Android.Bindings.dll'.
02-10 21:28:02.401 D/Mono    (26521): Config attempting to parse: '/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Microsoft.Azure.Mobile.Android.Bindings.dll.config'.
02-10 21:28:02.402 D/Mono    (26521): Config attempting to parse: '/usr/local/etc/mono/assemblies/Microsoft.Azure.Mobile.Android.Bindings/Microsoft.Azure.Mobile.Android.Bindings.config'.
02-10 21:28:02.402 D/Mono    (26521): Assembly Loader probing location: '/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Microsoft.Azure.Mobile.dll'.
02-10 21:28:02.412 D/Mono    (26521): Image addref Microsoft.Azure.Mobile[0xb7bd0ea0] -> /storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Microsoft.Azure.Mobile.dll[0xb7bd01a0]: 2
02-10 21:28:02.412 D/Mono    (26521): Prepared to set up assembly 'Microsoft.Azure.Mobile' (/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Microsoft.Azure.Mobile.dll)
02-10 21:28:02.412 D/Mono    (26521): Assembly Microsoft.Azure.Mobile[0xb7bd0ea0] added to domain RootDomain, ref_count=1
02-10 21:28:02.415 D/Mono    (26521): AOT: image '/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Microsoft.Azure.Mobile.dll.so' not found: dlopen failed: library "/data/app/com.companyname.Bakkiefy-1/lib/arm/libaot-Microsoft.Azure.Mobile.dll.so" not found
02-10 21:28:02.423 D/Mono    (26521): AOT: image '/usr/local/lib/mono/aot-cache/arm/Microsoft.Azure.Mobile.dll.so' not found: dlopen failed: library "/data/app/com.companyname.Bakkiefy-1/lib/arm/libaot-Microsoft.Azure.Mobile.dll.so" not found
02-10 21:28:02.427 D/Mono    (26521): Assembly Loader loaded assembly from location: '/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Microsoft.Azure.Mobile.dll'.
02-10 21:28:02.427 D/Mono    (26521): Config attempting to parse: '/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Microsoft.Azure.Mobile.dll.config'.
02-10 21:28:02.429 D/Mono    (26521): Config attempting to parse: '/usr/local/etc/mono/assemblies/Microsoft.Azure.Mobile/Microsoft.Azure.Mobile.config'.
02-10 21:28:02.429 D/Mono    (26521): Assembly Loader probing location: '/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Newtonsoft.Json.dll'.
02-10 21:28:02.452 D/Mono    (26521): Image addref Newtonsoft.Json[0xb7bd1d58] -> /storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Newtonsoft.Json.dll[0xb7bd1040]: 2
02-10 21:28:02.453 D/Mono    (26521): Prepared to set up assembly 'Newtonsoft.Json' (/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Newtonsoft.Json.dll)
02-10 21:28:02.453 D/Mono    (26521): Assembly Newtonsoft.Json[0xb7bd1d58] added to domain RootDomain, ref_count=1
02-10 21:28:02.455 D/Mono    (26521): AOT: image '/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Newtonsoft.Json.dll.so' not found: dlopen failed: library "/data/app/com.companyname.Bakkiefy-1/lib/arm/libaot-Newtonsoft.Json.dll.so" not found
02-10 21:28:02.459 D/Mono    (26521): AOT: image '/usr/local/lib/mono/aot-cache/arm/Newtonsoft.Json.dll.so' not found: dlopen failed: library "/data/app/com.companyname.Bakkiefy-1/lib/arm/libaot-Newtonsoft.Json.dll.so" not found
02-10 21:28:02.463 D/Mono    (26521): Assembly Loader loaded assembly from location: '/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Newtonsoft.Json.dll'.
02-10 21:28:02.463 D/Mono    (26521): Config attempting to parse: '/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Newtonsoft.Json.dll.config'.
02-10 21:28:02.463 D/Mono    (26521): Config attempting to parse: '/usr/local/etc/mono/assemblies/Newtonsoft.Json/Newtonsoft.Json.config'.
02-10 21:28:02.464 D/Mono    (26521): Assembly Loader probing location: '/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Plugin.CurrentActivity.dll'.
02-10 21:28:02.477 D/Mono    (26521): Image addref Plugin.CurrentActivity[0xb7bd2c80] -> /storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Plugin.CurrentActivity.dll[0xb7bd1f78]: 2
02-10 21:28:02.477 D/Mono    (26521): Prepared to set up assembly 'Plugin.CurrentActivity' (/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Plugin.CurrentActivity.dll)
02-10 21:28:02.477 D/Mono    (26521): Assembly Plugin.CurrentActivity[0xb7bd2c80] added to domain RootDomain, ref_count=1
02-10 21:28:02.488 D/Mono    (26521): AOT: image '/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Plugin.CurrentActivity.dll.so' not found: dlopen failed: library "/data/app/com.companyname.Bakkiefy-1/lib/arm/libaot-Plugin.CurrentActivity.dll.so" not found
02-10 21:28:02.498 D/Mono    (26521): AOT: image '/usr/local/lib/mono/aot-cache/arm/Plugin.CurrentActivity.dll.so' not found: dlopen failed: library "/data/app/com.companyname.Bakkiefy-1/lib/arm/libaot-Plugin.CurrentActivity.dll.so" not found
02-10 21:28:02.507 D/Mono    (26521): Assembly Loader loaded assembly from location: '/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Plugin.CurrentActivity.dll'.
02-10 21:28:02.507 D/Mono    (26521): Config attempting to parse: '/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Plugin.CurrentActivity.dll.config'.
02-10 21:28:02.508 D/Mono    (26521): Config attempting to parse: '/usr/local/etc/mono/assemblies/Plugin.CurrentActivity/Plugin.CurrentActivity.config'.
02-10 21:28:02.508 D/Mono    (26521): Assembly Loader probing location: '/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Plugin.Geofencing.Abstractions.dll'.
02-10 21:28:02.514 D/Mono    (26521): Image addref Plugin.Geofencing.Abstractions[0xb7bd3b80] -> /storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Plugin.Geofencing.Abstractions.dll[0xb7bd2f30]: 2
02-10 21:28:02.515 D/Mono    (26521): Prepared to set up assembly 'Plugin.Geofencing.Abstractions' (/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Plugin.Geofencing.Abstractions.dll)
02-10 21:28:02.515 D/Mono    (26521): Assembly Plugin.Geofencing.Abstractions[0xb7bd3b80] added to domain RootDomain, ref_count=1
02-10 21:28:02.526 D/Mono    (26521): AOT: image '/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Plugin.Geofencing.Abstractions.dll.so' not found: dlopen failed: library "/data/app/com.companyname.Bakkiefy-1/lib/arm/libaot-Plugin.Geofencing.Abstractions.dll.so" not found
02-10 21:28:02.536 D/Mono    (26521): AOT: image '/usr/local/lib/mono/aot-cache/arm/Plugin.Geofencing.Abstractions.dll.so' not found: dlopen failed: library "/data/app/com.companyname.Bakkiefy-1/lib/arm/libaot-Plugin.Geofencing.Abstractions.dll.so" not found
02-10 21:28:02.541 D/Mono    (26521): Assembly Loader loaded assembly from location: '/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Plugin.Geofencing.Abstractions.dll'.
02-10 21:28:02.541 D/Mono    (26521): Config attempting to parse: '/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Plugin.Geofencing.Abstractions.dll.config'.
02-10 21:28:02.542 D/Mono    (26521): Config attempting to parse: '/usr/local/etc/mono/assemblies/Plugin.Geofencing.Abstractions/Plugin.Geofencing.Abstractions.config'.
02-10 21:28:02.543 D/Mono    (26521): Assembly Loader probing location: '/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Plugin.Geofencing.dll'.
02-10 21:28:02.553 D/Mono    (26521): Image addref Plugin.Geofencing[0xb7bd5928] -> /storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Plugin.Geofencing.dll[0xb7bd4be8]: 2
02-10 21:28:02.554 D/Mono    (26521): Prepared to set up assembly 'Plugin.Geofencing' (/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Plugin.Geofencing.dll)
02-10 21:28:02.554 D/Mono    (26521): Assembly Plugin.Geofencing[0xb7bd5928] added to domain RootDomain, ref_count=1
02-10 21:28:02.563 D/Mono    (26521): AOT: image '/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Plugin.Geofencing.dll.so' not found: dlopen failed: library "/data/app/com.companyname.Bakkiefy-1/lib/arm/libaot-Plugin.Geofencing.dll.so" not found
02-10 21:28:02.564 D/Mono    (26521): AOT: image '/usr/local/lib/mono/aot-cache/arm/Plugin.Geofencing.dll.so' not found: dlopen failed: library "/data/app/com.companyname.Bakkiefy-1/lib/arm/libaot-Plugin.Geofencing.dll.so" not found
02-10 21:28:02.568 D/Mono    (26521): Assembly Loader loaded assembly from location: '/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Plugin.Geofencing.dll'.
02-10 21:28:02.568 D/Mono    (26521): Config attempting to parse: '/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Plugin.Geofencing.dll.config'.
02-10 21:28:02.569 D/Mono    (26521): Config attempting to parse: '/usr/local/etc/mono/assemblies/Plugin.Geofencing/Plugin.Geofencing.config'.
02-10 21:28:02.571 D/Mono    (26521): Assembly Loader probing location: '/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Plugin.Geolocator.Abstractions.dll'.
02-10 21:28:02.576 D/Mono    (26521): Image addref Plugin.Geolocator.Abstractions[0xb7bd6980] -> /storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Plugin.Geolocator.Abstractions.dll[0xb7bd5c50]: 2
02-10 21:28:02.576 D/Mono    (26521): Prepared to set up assembly 'Plugin.Geolocator.Abstractions' (/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Plugin.Geolocator.Abstractions.dll)
02-10 21:28:02.576 D/Mono    (26521): Assembly Plugin.Geolocator.Abstractions[0xb7bd6980] added to domain RootDomain, ref_count=1
02-10 21:28:02.581 D/Mono    (26521): AOT: image '/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Plugin.Geolocator.Abstractions.dll.so' not found: dlopen failed: library "/data/app/com.companyname.Bakkiefy-1/lib/arm/libaot-Plugin.Geolocator.Abstractions.dll.so" not found
02-10 21:28:02.589 D/Mono    (26521): AOT: image '/usr/local/lib/mono/aot-cache/arm/Plugin.Geolocator.Abstractions.dll.so' not found: dlopen failed: library "/data/app/com.companyname.Bakkiefy-1/lib/arm/libaot-Plugin.Geolocator.Abstractions.dll.so" not found
02-10 21:28:02.593 D/Mono    (26521): Assembly Loader loaded assembly from location: '/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Plugin.Geolocator.Abstractions.dll'.
02-10 21:28:02.593 D/Mono    (26521): Config attempting to parse: '/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Plugin.Geolocator.Abstractions.dll.config'.
02-10 21:28:02.595 D/Mono    (26521): Config attempting to parse: '/usr/local/etc/mono/assemblies/Plugin.Geolocator.Abstractions/Plugin.Geolocator.Abstractions.config'.
02-10 21:28:02.595 D/Mono    (26521): Assembly Loader probing location: '/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Plugin.Geolocator.dll'.
02-10 21:28:02.604 D/Mono    (26521): Image addref Plugin.Geolocator[0xb7bd8728] -> /storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Plugin.Geolocator.dll[0xb7bd7970]: 2
02-10 21:28:02.605 D/Mono    (26521): Prepared to set up assembly 'Plugin.Geolocator' (/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Plugin.Geolocator.dll)
02-10 21:28:02.605 D/Mono    (26521): Assembly Plugin.Geolocator[0xb7bd8728] added to domain RootDomain, ref_count=1
02-10 21:28:02.611 D/Mono    (26521): AOT: image '/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Plugin.Geolocator.dll.so' not found: dlopen failed: library "/data/app/com.companyname.Bakkiefy-1/lib/arm/libaot-Plugin.Geolocator.dll.so" not found
02-10 21:28:02.616 D/Mono    (26521): AOT: image '/usr/local/lib/mono/aot-cache/arm/Plugin.Geolocator.dll.so' not found: dlopen failed: library "/data/app/com.companyname.Bakkiefy-1/lib/arm/libaot-Plugin.Geolocator.dll.so" not found
02-10 21:28:02.623 D/Mono    (26521): Assembly Loader loaded assembly from location: '/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Plugin.Geolocator.dll'.
02-10 21:28:02.623 D/Mono    (26521): Config attempting to parse: '/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Plugin.Geolocator.dll.config'.
02-10 21:28:02.625 D/Mono    (26521): Config attempting to parse: '/usr/local/etc/mono/assemblies/Plugin.Geolocator/Plugin.Geolocator.config'.
02-10 21:28:02.627 D/Mono    (26521): Assembly Loader probing location: '/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Plugin.Iconize.dll'.
02-10 21:28:02.631 D/Mono    (26521): Image addref Plugin.Iconize[0xb7bd9738] -> /storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Plugin.Iconize.dll[0xb7bd8990]: 2
02-10 21:28:02.631 D/Mono    (26521): Prepared to set up assembly 'Plugin.Iconize' (/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Plugin.Iconize.dll)
02-10 21:28:02.631 D/Mono    (26521): Assembly Plugin.Iconize[0xb7bd9738] added to domain RootDomain, ref_count=1
02-10 21:28:02.637 D/Mono    (26521): AOT: image '/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Plugin.Iconize.dll.so' not found: dlopen failed: library "/data/app/com.companyname.Bakkiefy-1/lib/arm/libaot-Plugin.Iconize.dll.so" not found
02-10 21:28:02.640 D/Mono    (26521): AOT: image '/usr/local/lib/mono/aot-cache/arm/Plugin.Iconize.dll.so' not found: dlopen failed: library "/data/app/com.companyname.Bakkiefy-1/lib/arm/libaot-Plugin.Iconize.dll.so" not found
02-10 21:28:02.647 D/Mono    (26521): Assembly Loader loaded assembly from location: '/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Plugin.Iconize.dll'.
02-10 21:28:02.647 D/Mono    (26521): Config attempting to parse: '/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Plugin.Iconize.dll.config'.
02-10 21:28:02.648 D/Mono    (26521): Config attempting to parse: '/usr/local/etc/mono/assemblies/Plugin.Iconize/Plugin.Iconize.config'.
02-10 21:28:02.648 D/Mono    (26521): Assembly Loader probing location: '/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Plugin.Iconize.Droid.dll'.
02-10 21:28:02.652 D/Mono    (26521): Image addref Plugin.Iconize.Droid[0xb7bda768] -> /storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Plugin.Iconize.Droid.dll[0xb7bd99d0]: 2
02-10 21:28:02.652 D/Mono    (26521): Prepared to set up assembly 'Plugin.Iconize.Droid' (/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Plugin.Iconize.Droid.dll)
02-10 21:28:02.652 D/Mono    (26521): Assembly Plugin.Iconize.Droid[0xb7bda768] added to domain RootDomain, ref_count=1
02-10 21:28:02.663 D/Mono    (26521): AOT: image '/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Plugin.Iconize.Droid.dll.so' not found: dlopen failed: library "/data/app/com.companyname.Bakkiefy-1/lib/arm/libaot-Plugin.Iconize.Droid.dll.so" not found
02-10 21:28:02.666 D/Mono    (26521): AOT: image '/usr/local/lib/mono/aot-cache/arm/Plugin.Iconize.Droid.dll.so' not found: dlopen failed: library "/data/app/com.companyname.Bakkiefy-1/lib/arm/libaot-Plugin.Iconize.Droid.dll.so" not found
02-10 21:28:02.669 D/Mono    (26521): Assembly Loader loaded assembly from location: '/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Plugin.Iconize.Droid.dll'.
02-10 21:28:02.669 D/Mono    (26521): Config attempting to parse: '/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Plugin.Iconize.Droid.dll.config'.
02-10 21:28:02.672 D/Mono    (26521): Config attempting to parse: '/usr/local/etc/mono/assemblies/Plugin.Iconize.Droid/Plugin.Iconize.Droid.config'.
02-10 21:28:02.672 D/Mono    (26521): Assembly Loader probing location: '/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Plugin.Iconize.FontAwesome.Droid.dll'.
